5.292	1.61922
5.298	1.66248
5.304	1.70617
5.31	1.75029
5.316	1.79483
5.322	1.83981
5.328	1.88521
5.334	1.93104
5.34	1.9773
5.346	2.024
5.352	2.07113
5.358	2.1187
5.364	2.16671
5.37	2.21515
5.376	2.26404
5.382	2.31336
5.388	2.36313
5.394	2.41334
5.4	2.464
5.406	2.5151
5.412	2.56665
5.418	2.61865
5.424	2.67111
5.43	2.72401
5.436	2.77736
5.442	2.83117
5.448	2.88544
5.454	2.94016
5.46	2.99534
5.466	3.05097
5.472	3.10707
5.478	3.16364
5.484	3.22066
5.49	3.27815
5.496	3.3361
5.502	3.39453
5.508	3.45342
5.514	3.51278
5.52	3.57261
5.526	3.63291
5.532	3.69369
5.538	3.75494
5.544	3.81667
5.55	3.87887
5.556	3.94156
5.562	4.00472
5.568	4.06837
5.574	4.1325
5.58	4.19711
5.586	4.26221
5.592	4.32779
5.598	4.39387
5.604	4.46043
5.61	4.52748
5.616	4.59502
5.622	4.66306
5.628	4.73159
5.634	4.80062
5.64	4.87014
5.646	4.94017
5.652	5.01069
5.658	5.08171
5.664	5.15323
5.67	5.22526
5.676	5.2978
5.682	5.37083
5.688	5.44438
5.694	5.51844
5.7	5.593
5.706	5.66808
5.712	5.74366
5.718	5.81977
5.724	5.89638
5.73	5.97352
5.736	6.05117
5.742	6.12934
5.748	6.20803
5.754	6.28724
5.76	6.36698
5.766	6.44724
5.772	6.52802
5.778	6.60933
5.784	6.69117
5.79	6.77354
5.796	6.85644
5.802	6.93987
5.808	7.02383
5.814	7.10833
5.82	7.19337
5.826	7.27894
5.832	7.36505
5.838	7.4517
5.844	7.53889
5.85	7.62662
5.856	7.7149
5.862	7.80372
5.868	7.89309
5.874	7.98301
5.88	8.07347
5.886	8.16449
5.892	8.25605
5.898	8.34817
5.904	8.44084
5.91	8.53407
5.916	8.62786
5.922	8.7222
5.928	8.8171
5.934	8.91256
5.94	9.00858
5.946	9.10517
5.952	9.20232
5.958	9.30004
5.964	9.39832
5.97	9.49717
5.976	9.59659
5.982	9.69659
5.988	9.79715
5.994	9.89829
